"Female" "PC" "Clm_Count" "Exp_weights" "NCD" "AgeCat" "VAgeCat"
"307" 0 1 0 0.752908967 10 5 0
"308" 0 1 0 0.021902806 0 3 0
"309" 0 1 0 0.769336071 20 5 0
"310" 1 1 0 0.41889117 20 3 0
"311" 0 1 0 0.999315537 0 6 0
"312" 1 1 0 0.156057495 50 4 0
"313" 1 1 0 0.87063655 50 5 0
"314" 0 1 0 0.837782341 50 4 0
"315" 1 1 0 0.941820671 0 4 2
"316" 0 1 0 0.561259411 50 5 0
"317" 0 1 0 0.101300479 50 4 0
"318" 0 1 0 0.065708419 10 4 0
"319" 0 1 0 0.832306639 0 4 0
"320" 0 1 0 0.251882272 50 3 0
"321" 0 1 0 0.251882272 50 5 0
"322" 0 1 0 0.752908967 50 3 0
"323" 0 1 0 0.314852841 20 4 2
"324" 0 1 0 0.752908967 30 2 0
"325" 0 1 0 0.585900068 10 3 0
"326" 0 1 0 0.457221082 50 4 0
"327" 0 1 0 0.41889117 50 3 0
"328" 0 1 0 0.670773443 50 3 0
"329" 0 1 0 0.580424367 0 3 0
"330" 0 1 0 0.83504449 50 4 0
"331" 0 1 0 0.670773443 50 3 0
"332" 0 1 0 0.325804244 0 3 0
"333" 0 1 0 0.331279945 30 4 0
"334" 0 1 0 0.402464066 50 5 0
"335" 0 1 0 0.084873374 50 4 0
"336" 0 1 0 0.251882272 50 6 0
"337" 0 1 1 0.643394935 0 4 0
"338" 0 1 0 0.585900068 50 4 0
"339" 0 1 0 0.503764545 30 4 0
"340" 0 1 0 0.284736482 0 3 0
"341" 0 1 0 0.503764545 50 4 0
"342" 0 1 1 0.303901437 50 4 1
"343" 0 1 0 0.999315537 10 3 0
"344" 1 1 0 0.295687885 40 4 1
"345" 0 1 0 0.336755647 40 4 0
"346" 0 1 0 0.41889117 0 3 0
"347" 0 1 0 0.684462697 50 3 1
"348" 0 1 0 0.41889117 10 4 0
"349" 0 1 0 0.380561259 50 4 0
"350" 0 1 0 0.391512663 0 4 0
"351" 0 1 0 0.41889117 20 3 0
"352" 0 1 0 0.314852841 20 4 0
"353" 0 1 0 0.837782341 50 5 0
"354" 0 1 0 0.334017796 30 3 0
"355" 0 1 0 0.443531828 50 4 0
"356" 0 1 0 0.323066393 10 4 0
"357" 0 1 0 0.331279945 40 4 0
"358" 0 1 0 0.334017796 50 3 0
"359" 1 1 0 0.41889117 20 6 0
"360" 0 1 0 0.334017796 50 4 0
"361" 0 1 1 0.681724846 0 4 0
"362" 0 1 0 0.837782341 20 5 0
"363" 0 1 0 0.443531828 0 2 0
"364" 0 1 0 0.747433265 0 4 0
"365" 1 1 0 0.372347707 0 5 0
"366" 0 1 0 0.752908967 30 5 0
"367" 0 1 0 0.752908967 20 3 0
"368" 1 1 0 0.752908967 50 4 0
"369" 0 1 0 0.739219713 0 3 0
"370" 1 1 0 0.147843943 50 5 1
"371" 0 1 0 0.084873374 50 5 0
"372" 1 1 0 0.145106092 50 5 0
"373" 1 1 0 0.509240246 50 4 0
"374" 0 1 0 0.131416838 50 5 0
"375" 0 1 0 0.334017796 50 3 0
"376" 1 1 0 0.646132786 0 4 0
"377" 0 1 0 0.585900068 10 3 0
"378" 1 1 0 0.585900068 50 4 0
"379" 0 1 0 0.380561259 20 4 0
"380" 0 1 0 0.213552361 50 4 0
"381" 0 1 0 0.273785079 0 3 0
"382" 0 1 0 0.988364134 50 4 0
"383" 0 1 0 0.851471595 50 4 0
"384" 0 1 1 0.818617385 0 3 0
"385" 0 1 0 0.804928131 0 4 0
"386" 0 1 0 0.8678987 50 4 0
"387" 0 1 0 0.503764545 10 5 0
"388" 0 1 0 0.851471595 50 4 0
"389" 0 1 0 0.407939767 0 4 0
"390" 0 1 0 0.999315537 20 5 0
"391" 0 1 0 0.958247776 0 3 0
"392" 0 1 0 0.914442163 50 4 0
"393" 1 1 0 0.331279945 50 4 1
"394" 1 1 0 0.914442163 50 5 0
"395" 0 1 0 0.596851472 50 4 0
"396" 0 1 0 0.752908967 20 3 0
"397" 1 1 0 0.772073922 10 4 0
"398" 1 1 0 0.31211499 20 3 0
"399" 0 1 0 0.837782341 50 5 0
"400" 0 1 0 0.328542095 0 2 0
"401" 0 1 0 0.914442163 30 4 0
"402" 0 1 0 0.944558522 20 3 0
"403" 0 1 0 0.654346338 10 3 0
"404" 0 1 0 0.084873374 50 4 0
"405" 0 1 0 0.177960301 0 4 0
"406" 0 1 0 0.755646817 0 5 0
"407" 0 1 0 0.837782341 0 4 0
"408" 1 1 0 0.851471595 50 5 0
"409" 0 1 0 0.657084189 20 3 0
"410" 0 1 0 0.550308008 40 5 0
"411" 0 1 0 0.032854209 50 4 0
"412" 0 1 0 0.046543463 20 3 0
"413" 0 1 0 0.511978097 0 3 0
"414" 0 1 0 0.815879535 30 3 0
"415" 0 1 0 0.167008898 0 3 0
"416" 0 1 0 0.062970568 0 3 0
"417" 0 1 0 0.48733744 0 3 0
"418" 0 1 0 0.791238878 40 4 1
"419" 0 1 0 0.117727584 50 3 0
"420" 0 1 0 0.156057495 0 4 0
"421" 0 1 0 0.876112252 0 3 0
"422" 1 1 0 0.62696783 0 3 0
"423" 0 1 0 0.585900068 50 4 0
"424" 0 1 0 0.084873374 50 6 0
"425" 0 1 0 0.791238878 0 3 0
"426" 0 1 0 0.596851472 50 3 0
"427" 0 1 0 0.561259411 0 3 0
"428" 0 1 0 0.585900068 50 3 0
"429" 1 1 0 0.331279945 0 4 0
"430" 0 1 0 0.380561259 0 4 0
"431" 0 1 0 0.561259411 50 3 0
"432" 0 1 0 0.503764545 50 4 0
"433" 0 1 0 0.503764545 50 5 0
"434" 0 1 0 0.38329911 40 3 0
"435" 0 1 0 0.774811773 0 3 1
"436" 0 1 0 0.999315537 10 3 0
"437" 0 1 0 0.20807666 20 3 0
"438" 0 1 0 0.999315537 40 3 0
"439" 0 1 0 0.829568789 0 3 0
"440" 1 1 0 0.224503765 20 3 0
"441" 0 1 0 0.213552361 20 3 0
"442" 0 1 0 0.41889117 40 4 0
"443" 0 1 0 0.503764545 10 6 0
"444" 0 1 0 0.793976728 0 5 0
"445" 0 1 0 0.232717317 0 2 0
"446" 0 1 0 0.128678987 40 4 0
"447" 0 1 0 0.131416838 50 3 0
"448" 0 1 0 0.309377139 10 4 0
"449" 0 1 0 0.52019165 0 4 0
"450" 0 1 0 0.355920602 20 4 0
"451" 0 1 0 0.303901437 0 3 0
"452" 0 1 0 0.336755647 30 4 0
"453" 0 1 0 0.060232717 50 4 0
"454" 1 1 0 0.495550993 20 3 0
"455" 0 1 0 0.31211499 50 5 0
"456" 0 1 0 0.703627652 0 3 0
"457" 0 1 0 0.334017796 30 5 0
"458" 0 1 0 0.553045859 50 4 0
"459" 0 1 0 0.980150582 40 3 0
"460" 0 1 0 0.720054757 0 4 0
"461" 0 1 0 0.17522245 0 4 0
"462" 0 1 0 0.284736482 50 5 0
"463" 0 1 0 0.114989733 0 2 0
"464" 0 1 0 0.167008898 50 4 0
"465" 0 1 0 0.689938398 10 4 0
"466" 0 1 0 0.752908967 50 4 0
"467" 0 1 0 0.501026694 20 3 0
"468" 0 1 0 0.752908967 50 4 0
"469" 0 1 0 0.298425736 20 3 0
"470" 0 1 0 0.476386037 10 6 0
"471" 0 1 0 0.334017796 50 4 0
"472" 0 1 0 0.446269678 0 6 1
"473" 0 1 0 0.136892539 50 5 0
"474" 0 1 0 0.180698152 0 3 0
"475" 0 1 0 0.62422998 30 3 0
"476" 0 1 0 0.339493498 0 4 0
"477" 0 1 1 0.854209446 0 5 0
"478" 0 1 0 0.060232717 0 4 0
"479" 0 1 0 0.580424367 0 4 0
"480" 0 1 0 0.084873374 10 4 0
"481" 0 1 0 0.084873374 50 5 0
"482" 0 1 0 0.062970568 50 5 0
"483" 0 1 0 0.084873374 50 4 0
"484" 0 1 0 0.325804244 50 4 0
"485" 0 1 0 0.5229295 20 3 0
"486" 0 1 0 0.585900068 0 3 0
"487" 0 1 0 0.41615332 0 3 0
"488" 0 1 0 0.607802875 0 3 0
"489" 0 1 0 0.676249144 0 4 0
"490" 0 1 0 0.429842574 40 4 0
"491" 0 1 0 0.457221082 0 4 0
"492" 0 1 0 0.065708419 30 3 0
"493" 0 1 0 0.999315537 10 3 0
"494" 0 1 0 0.287474333 50 3 0
"495" 0 1 0 0.495550993 10 3 0
"496" 0 1 0 0.542094456 50 5 0
"497" 0 1 0 0.752908967 50 3 0
"498" 0 1 0 0.993839836 50 4 0
"499" 0 1 0 0.769336071 10 3 0
"500" 0 1 0 0.320328542 10 3 2
"501" 0 1 0 0.845995893 0 5 0
"502" 0 1 0 0.999315537 50 3 0
"503" 0 1 0 0.76386037 50 5 0
"504" 0 1 0 0.996577687 0 3 0
"505" 1 1 0 0.295687885 50 3 0
"506" 0 1 0 0.999315537 50 3 0
"507" 0 1 0 0.952772074 50 4 0
"508" 0 1 0 0.999315537 50 4 0
"509" 1 1 0 0.665297741 50 3 0
"510" 0 1 0 0.476386037 50 4 0
"511" 0 1 0 0.503764545 50 4 0
"512" 0 1 0 0.219028063 0 6 0
"513" 0 1 0 0.388774812 0 4 0
"514" 0 1 0 0.988364134 0 5 0
"515" 0 1 0 0.098562628 0 3 0
"516" 0 1 0 0.262833676 50 3 0
"517" 0 1 0 0.057494867 10 3 0
"518" 0 1 0 0.509240246 50 5 0
"519" 0 1 0 0.952772074 50 4 0
"520" 0 1 0 0.999315537 10 3 0
"521" 0 1 0 0.980150582 10 4 0
"522" 0 1 0 0.490075291 50 5 0
"523" 0 1 0 0.999315537 50 4 0
"524" 0 1 0 0.503764545 20 3 0
"525" 0 1 0 0.999315537 50 5 0
"526" 0 1 0 0.971937029 50 3 0
"527" 0 1 0 0.41889117 20 4 0
"528" 0 1 0 0.41615332 10 4 0
"529" 0 1 0 0.145106092 50 4 0
"530" 0 1 0 0.06844627 0 3 0
"531" 0 1 0 0.191649555 40 3 0
"532" 0 1 0 0.736481862 0 5 0
"533" 1 1 0 0.542094456 0 4 0
"534" 0 1 0 0.503764545 0 3 0
"535" 1 1 0 0.700889802 0 4 0
"536" 0 1 0 0.999315537 50 4 0
"537" 0 1 0 0.687200548 0 4 0
"538" 0 1 0 0.1724846 50 4 0
"539" 0 1 0 0.999315537 40 3 0
"540" 0 1 0 0.698151951 10 4 0
"541" 0 1 0 0.914442163 50 5 0
"542" 0 1 0 0.5229295 40 4 0
"543" 0 1 0 0.41889117 50 4 0
"544" 0 1 0 0.914442163 30 4 0
"545" 0 1 0 0.914442163 50 3 0
"546" 0 1 0 0.785763176 0 3 0
"547" 0 1 0 0.887063655 50 3 0
"548" 1 1 0 0.060232717 0 2 0
"549" 0 1 0 0.517453799 0 4 0
"550" 0 1 0 0.164271047 10 4 0
"551" 0 1 0 0.142368241 50 4 0
"552" 0 1 0 0.999315537 50 4 0
"553" 0 1 0 0.837782341 0 3 0
"554" 0 1 0 0.290212183 0 4 0
"555" 1 1 0 0.569472964 20 3 0
"556" 0 1 0 0.45174538 10 3 0
"557" 0 1 0 0.856947296 10 3 0
"558" 0 1 0 0.958247776 0 4 0
"559" 0 1 0 0.547570157 0 4 0
"560" 0 1 0 0.509240246 0 4 0
"561" 1 1 0 0.334017796 50 4 0
"562" 0 1 0 0.558521561 50 3 0
"563" 0 1 0 0.334017796 10 3 0
"564" 0 1 0 0.446269678 0 4 0
"565" 0 1 0 0.714579055 0 3 0
"566" 0 1 0 0.06844627 50 4 0
"567" 0 1 0 0.492813142 30 3 0
"568" 0 1 0 0.651608487 0 3 0
"569" 0 1 0 0.914442163 30 4 0
"570" 0 1 0 0.837782341 50 4 0
"571" 0 1 0 0.443531828 0 4 0
"572" 0 1 0 0.251882272 10 4 0
"573" 0 1 0 0.150581793 30 3 0
"574" 0 1 0 0.262833676 10 4 0
"575" 0 1 0 0.145106092 0 5 0
"576" 1 1 0 0.413415469 50 4 0
"577" 0 1 0 0.752908967 50 4 0
"578" 0 1 0 0.752908967 50 3 0
"579" 0 1 1 0.468172485 0 3 0
"580" 0 1 0 0.944558522 0 4 0
"581" 0 1 1 0.670773443 50 4 0
"582" 0 1 0 0.249144422 0 3 0
"583" 0 1 0 0.052019165 50 3 0
"584" 0 1 0 0.167008898 50 4 0
"585" 0 1 0 0.646132786 0 3 0
"586" 0 1 0 0.377823409 0 3 1
"587" 0 1 0 0.511978097 0 3 0
"588" 1 1 0 0.167008898 10 4 0
"589" 1 1 0 0.005475702 0 4 0
"590" 0 1 0 0.670773443 10 4 0
"591" 0 1 0 0.670773443 50 4 0
"592" 0 1 0 0.525667351 20 3 0
"593" 0 1 0 0.06844627 0 5 0
"594" 0 1 0 0.24366872 0 4 0
"595" 0 1 1 0.670773443 0 3 0
"596" 0 1 0 0.167008898 10 5 0
"597" 0 1 0 0.6954141 0 3 0
"598" 0 1 0 0.158795346 50 3 0
"599" 0 1 0 0.164271047 0 3 0
"600" 0 1 0 0.596851472 30 4 0
"601" 0 1 0 0.561259411 50 3 0
"602" 0 1 0 0.041067762 0 3 0
"603" 0 1 0 0.084873374 0 4 0
"604" 0 1 0 0.585900068 0 3 0
"605" 0 1 0 0.585900068 50 4 0
"606" 1 1 0 0.084873374 50 4 0
"607" 0 1 0 0.005475702 10 3 0
"608" 0 1 0 0.602327173 0 5 0
"609" 0 1 1 0.774811773 0 3 0
"610" 0 1 0 0.714579055 0 3 0
"611" 0 1 0 0.837782341 50 4 0
"612" 1 1 1 0.339493498 0 4 0
"613" 0 1 0 0.758384668 20 3 0
"614" 1 1 0 0.837782341 50 3 0
"615" 0 1 0 0.084873374 10 3 0
"616" 0 1 0 0.350444901 0 2 0
"617" 1 1 0 0.010951403 0 4 0
"618" 0 1 0 0.334017796 10 3 0
"619" 0 1 0 0.084873374 10 5 0
"620" 0 1 0 0.569472964 0 3 0
"621" 0 1 0 0.574948665 0 3 0
"622" 0 1 0 0.084873374 30 3 0
"623" 0 1 0 0.186173854 20 3 0
"624" 0 1 0 0.533880904 40 3 0
"625" 0 1 0 0.158795346 0 2 0
"626" 1 1 0 0.084873374 20 3 0
"627" 0 1 0 0.087611225 0 4 0
"628" 0 1 0 0.503764545 50 4 0
"629" 0 1 0 0.503764545 50 4 0
"630" 0 1 0 0.999315537 50 3 0
"631" 0 1 0 0.369609856 50 4 0
"632" 0 1 0 0.27652293 50 4 0
"633" 0 1 0 0.292950034 20 3 0
"634" 0 1 0 0.281998631 0 3 0
"635" 0 1 0 0.62696783 0 4 0
"636" 0 1 0 0.607802875 50 4 0
"637" 0 1 0 0.837782341 50 4 0
"638" 1 1 0 0.999315537 50 3 0
"639" 1 1 0 0.396988364 50 5 0
"640" 1 1 0 0.090349076 0 3 0
"641" 0 1 0 0.999315537 40 3 0
"642" 0 1 0 0.736481862 50 5 0
"643" 0 1 0 0.41889117 20 4 0
"644" 0 1 0 0.999315537 50 3 0
"645" 0 1 0 0.24366872 0 4 0
"646" 0 1 0 0.503764545 40 4 0
"647" 0 1 0 0.503764545 50 3 0
"648" 1 1 0 0.492813142 50 4 0
"649" 1 1 0 0.528405202 20 3 0
"650" 0 1 0 0.465434634 20 3 0
"651" 0 1 0 0.662559891 10 4 0
"652" 0 1 0 0.435318275 40 6 0
"653" 0 1 1 0.999315537 50 4 0
"654" 0 1 0 0.914442163 50 5 0
"655" 0 1 0 0.914442163 50 3 0
"656" 0 1 0 0.202600958 0 3 0
"657" 1 1 0 0.375085558 10 3 0
"658" 0 1 0 0.413415469 10 3 0
"659" 0 1 0 0.720054757 10 4 0
"660" 0 1 0 0.079397673 50 4 0
"661" 1 1 0 0.38329911 10 4 0
"662" 1 1 0 0.101300479 0 3 0
"663" 0 1 0 0.914442163 10 2 0
"664" 1 1 0 0.914442163 50 3 0
"665" 0 1 0 0.394250513 0 5 0
"666" 0 1 0 0.41615332 50 3 0
"667" 0 1 0 0.10403833 30 4 0
